location_id,prediction_period_start,admin1_region,admin2_zone,admin3_woreda,risk_probability,risk_prediction,risk_bucket,alert_role,alert_level,source_zone_high_risk_count,source_zone_very_high_count,source_zone_max_risk_probability,source_zone_top_source_woreda,alert_reason
ETH:ET030502,2026-01-01,Amhara,North Shewa (AM),Merhabete,0.5708598,0,high,high_risk_source,high,15,0,0.66855365,Angolelana Tera,This woreda is high or very-high risk for the next prediction month.
ETH:b1a0b286d701,2026-01-01,Amhara,West Gojjam,Awabel,0.5707812,0,high,high_risk_source,high,15,1,0.8326402,Jabi Tehnan,This woreda is high or very-high risk for the next prediction month.
ETH:e8a641ae150c,2026-01-01,Oromia,South West Shoa,Goro (SW Shewa),0.5706721,0,high,high_risk_source,high,11,0,0.69034,Ilu,This woreda is high or very-high risk for the next prediction month.
ETH:0b56d949c59d,2026-01-01,SNNPR,Wolayta,Boloso Bonibe,0.5703748,0,high,high_risk_source,high,15,0,0.64755994,Ofa,This woreda is high or very-high risk for the next prediction month.
ETH:c8ba3678bc08,2026-01-01,Oromia,Horo Guduru,Jardga Jarte,0.5702589,0,high,high_risk_source,high,16,0,0.70196134,Sulula Fincha,This woreda is high or very-high risk for the next prediction month.
ETH:eb6e339eaff5,2026-01-01,Central Ethiopia,Halaba,Wera Dijo,0.570151,0,high,high_risk_source,high,4,0,0.6251976,Halaba Kulito town,This woreda is high or very-high risk for the next prediction month.
ETH:293a3af3af9a,2026-01-01,Oromia,West Harerghe,Chiro Town,0.5701175,0,high,high_risk_source,high,15,0,0.70219034,Shenen Dugo ( Mesela ),This woreda is high or very-high risk for the next prediction month.
ETH:8853b5d2416d,2026-01-01,Amhara,S Gonder,Estie,0.57003415,0,high,high_risk_source,high,10,0,0.62539005,Sedie Muja,This woreda is high or very-high risk for the next prediction month.
ETH:59fe7bcc36c8,2026-01-01,Sidama,Sidama,Teticha,0.5696616,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:3f1b565159c7,2026-01-01,Oromia,E Shoa,Methara Town,0.56961375,0,high,high_risk_source,high,9,0,0.6447291,Adama Zuriya,This woreda is high or very-high risk for the next prediction month.
ETH:230bb315dc4d,2026-01-01,SNNPR,Gedeo,Wenago,0.5695023,0,high,high_risk_source,high,13,0,0.6789766,Chelekleketu,This woreda is high or very-high risk for the next prediction month.
ETH:1f5487df8bac,2026-01-01,Oromia,E Harerghe,Meta,0.5694415,0,high,high_risk_source,high,17,0,0.7248752,Chinaksen,This woreda is high or very-high risk for the next prediction month.
ETH:e232bea45b8e,2026-01-01,Amhara,Dessie town,Dessie town,0.5692282,0,high,high_risk_source,high,1,0,0.5692282,Dessie town,This woreda is high or very-high risk for the next prediction month.
ETH:6484f791df84,2026-01-01,SNNPR,Kefa,Cheta,0.5691021,0,high,high_risk_source,high,5,0,0.6788345,Bonga,This woreda is high or very-high risk for the next prediction month.
ETH:b716bfe80aa8,2026-01-01,SNNPR,Wolayta,Damot Sore,0.56869245,0,high,high_risk_source,high,15,0,0.64755994,Ofa,This woreda is high or very-high risk for the next prediction month.
ETH:108cfd2f2938,2026-01-01,SNNPR,Kefa,Gimbo,0.5686655,0,high,high_risk_source,high,5,0,0.6788345,Bonga,This woreda is high or very-high risk for the next prediction month.
ETH:03a9b3e05c71,2026-01-01,Central Ethiopia,Yem,Yem,0.56865925,0,high,high_risk_source,high,1,0,0.56865925,Yem,This woreda is high or very-high risk for the next prediction month.
ETH:b8df5c090716,2026-01-01,South West Ethiopia,Dawro,Gena,0.5686114,0,high,high_risk_source,high,12,0,0.7287616,Disa,This woreda is high or very-high risk for the next prediction month.
ETH:06e25e8753ae,2026-01-01,Sidama,Sidama,Hawela,0.5685217,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:f88dfeaeb240,2026-01-01,Hareri,Hareri,Sofi,0.568203,0,high,high_risk_source,high,8,0,0.6352051,Dire Teyara,This woreda is high or very-high risk for the next prediction month.
ETH:5854872f09c1,2026-01-01,Amhara,Wag Himra,Sekota Town,0.5681027,0,high,high_risk_source,high,10,0,0.7318248,Dehana,This woreda is high or very-high risk for the next prediction month.
ETH:74eb86a31f3d,2026-01-01,SNNPR,Hadiya,Ameka,0.56802505,0,high,high_risk_source,high,14,0,0.6571618,Lemo,This woreda is high or very-high risk for the next prediction month.
ETH:1807c0aced50,2026-01-01,Oromia,SW Shoa,Goroo,0.567937,0,high,high_risk_source,high,9,0,0.64567447,Dawo,This woreda is high or very-high risk for the next prediction month.
ETH:066a27da655d,2026-01-01,Oromia,E Shoa,Lomme,0.567675,0,high,high_risk_source,high,9,0,0.6447291,Adama Zuriya,This woreda is high or very-high risk for the next prediction month.
ETH:581887d0b5b9,2026-01-01,Oromia,East Shoa,Meki Town,0.56764585,0,high,high_risk_source,high,16,1,0.7663057,Adama,This woreda is high or very-high risk for the next prediction month.
ETH:0a878c6c3d62,2026-01-01,Oromia,SW Shoa,Seden Sodo,0.56746674,0,high,high_risk_source,high,9,0,0.64567447,Dawo,This woreda is high or very-high risk for the next prediction month.
ETH:702981ce2824,2026-01-01,SNNPR,Gamo,Kameba,0.56710464,0,high,high_risk_source,high,17,0,0.6436656,Kemba Town Admin,This woreda is high or very-high risk for the next prediction month.
ETH:832067b4a021,2026-01-01,Sidama,Eastern Sidama,Aroressa,0.56702983,0,high,high_risk_source,high,10,0,0.72097254,Hoko,This woreda is high or very-high risk for the next prediction month.
ETH:f167b4cf32a3,2026-01-01,Oromia,Batu Town,Batu Town,0.56699294,0,high,high_risk_source,high,1,0,0.56699294,Batu Town,This woreda is high or very-high risk for the next prediction month.
ETH:f7f633e4304c,2026-01-01,SNNPR,Gedeo,Dilla Zuria,0.56673723,0,high,high_risk_source,high,13,0,0.6789766,Chelekleketu,This woreda is high or very-high risk for the next prediction month.
ETH:5397fad4db5d,2026-01-01,Amhara,N Shewa,Angolela Tra,0.5667212,0,high,high_risk_source,high,12,0,0.61323196,Mojana wedra,This woreda is high or very-high risk for the next prediction month.
ETH:b7821ff61655,2026-01-01,Oromia,West Harerghe,Burqua Dhintu,0.56660414,0,high,high_risk_source,high,15,0,0.70219034,Shenen Dugo ( Mesela ),This woreda is high or very-high risk for the next prediction month.
ETH:0453373b9c4e,2026-01-01,Somali,Dawa,Hudet,0.5662861,0,high,high_risk_source,high,4,0,0.6579683,Moyale (SM),This woreda is high or very-high risk for the next prediction month.
ETH:ET040804,2026-01-01,Oromia,Arsi,Jeju,0.5662114,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:dee4da180b3e,2026-01-01,Hareri,Hareri,Aboker,0.56619334,0,high,high_risk_source,high,8,0,0.6352051,Dire Teyara,This woreda is high or very-high risk for the next prediction month.
ETH:94af4de5ae51,2026-01-01,Sidama,Sidama,Daye town,0.5660198,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:20fcea893606,2026-01-01,SNNPR,Kembata Tembaro,Doyogena,0.5657085,0,high,high_risk_source,high,6,0,0.5657085,Doyogena,This woreda is high or very-high risk for the next prediction month.
ETH:be5c54bf2943,2026-01-01,Central Ethiopia,Misrak Gurage,SODO,0.5656877,0,high,high_risk_source,high,8,0,0.6500233,Meskan,This woreda is high or very-high risk for the next prediction month.
ETH:1c82ff883d88,2026-01-01,Gambella,Agnua,Gambela town,0.5656424,0,high,high_risk_source,high,6,0,0.65910566,Gambela Zuria,This woreda is high or very-high risk for the next prediction month.
ETH:0808ba9b80f1,2026-01-01,SNNPR,Goffa,Melokoza,0.5653842,0,high,high_risk_source,high,5,0,0.6080605,Zala,This woreda is high or very-high risk for the next prediction month.
ETH:c5697f21dfa6,2026-01-01,Oromia,Shashemenne Town,Shashemenne Town,0.5652377,0,high,high_risk_source,high,2,0,0.5652377,Shashemenne Town,This woreda is high or very-high risk for the next prediction month.
ETH:ET041015,2026-01-01,Oromia,East Hararge,Chinaksen,0.56520694,0,high,high_risk_source,high,10,0,0.63340354,Meyu Muleke,This woreda is high or very-high risk for the next prediction month.
ETH:db74091bab2d,2026-01-01,Oromia,N Shoa,Kimbibit,0.56517464,0,high,high_risk_source,high,10,0,0.6684717,Deraa,This woreda is high or very-high risk for the next prediction month.
ETH:3ff91e76b5b6,2026-01-01,Sidama,Sidama,dara,0.5647994,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:d1b916ef31cd,2026-01-01,Amhara,East Gojjam,Goncha Siso Enebse,0.56479585,0,high,high_risk_source,high,16,2,0.75261146,Baso Liben,This woreda is high or very-high risk for the next prediction month.
ETH:ed6a0c5786f1,2026-01-01,Central Ethiopia,Silite,Siltie,0.56475717,0,high,high_risk_source,high,8,0,0.6685696,Tora town,This woreda is high or very-high risk for the next prediction month.
ETH:fb66f5520bbf,2026-01-01,Oromia,West Shoa,Ifata,0.56450087,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:a74bf43a5a7d,2026-01-01,Central Ethiopia,Tembaro Sp woreda,Tembaro,0.5643004,0,high,high_risk_source,high,1,0,0.5643004,Tembaro,This woreda is high or very-high risk for the next prediction month.
ETH:8bdaf43ccebc,2026-01-01,Amhara,S Gonder,Ebinat,0.5641629,0,high,high_risk_source,high,10,0,0.62539005,Sedie Muja,This woreda is high or very-high risk for the next prediction month.
ETH:5dbd66db40df,2026-01-01,Hareri,Hareri,Hakim,0.5641194,0,high,high_risk_source,high,8,0,0.6352051,Dire Teyara,This woreda is high or very-high risk for the next prediction month.
ETH:32cb9f4df492,2026-01-01,Amhara,West Gojjam,Dega Damot,0.5640253,0,high,high_risk_source,high,15,1,0.8326402,Jabi Tehnan,This woreda is high or very-high risk for the next prediction month.
ETH:6149116f18b2,2026-01-01,SNNPR,Hadiya,Misrak Badawacho,0.56401324,0,high,high_risk_source,high,14,0,0.6571618,Lemo,This woreda is high or very-high risk for the next prediction month.
ETH:a0ed4723c25c,2026-01-01,Oromia,West Shoa,Welmera,0.56393,0,high,high_risk_source,high,26,1,0.7930984,Cheliya,This woreda is high or very-high risk for the next prediction month.
ETH:c312bd3a3d31,2026-01-01,Amhara,E Gojjam,Gozamen,0.5639214,0,high,high_risk_source,high,15,0,0.6851867,Awabel,This woreda is high or very-high risk for the next prediction month.
ETH:85d4b6650d10,2026-01-01,Oromia,E Shoa,Fentale,0.56362844,0,high,high_risk_source,high,9,0,0.6447291,Adama Zuriya,This woreda is high or very-high risk for the next prediction month.
ETH:1ffd5c0e3cff,2026-01-01,SNNPR,Gamo,Dita,0.5633789,0,high,high_risk_source,high,17,0,0.6436656,Kemba Town Admin,This woreda is high or very-high risk for the next prediction month.
ETH:8991d7b6a157,2026-01-01,Amhara,East Gojjam,Bibugn,0.5631816,0,high,high_risk_source,high,16,2,0.75261146,Baso Liben,This woreda is high or very-high risk for the next prediction month.
ETH:e3415c987525,2026-01-01,Oromia,Weliso Town,Weliso Town,0.56316864,0,high,high_risk_source,high,1,0,0.56316864,Weliso Town,This woreda is high or very-high risk for the next prediction month.
ETH:a4dd214c64d0,2026-01-01,Oromia,East Shoa,Fentale,0.5629995,0,high,high_risk_source,high,16,1,0.7663057,Adama,This woreda is high or very-high risk for the next prediction month.
ETH:1e12550de8da,2026-01-01,SNNPR,Gedeo,Kochore,0.56281865,0,high,high_risk_source,high,13,0,0.6789766,Chelekleketu,This woreda is high or very-high risk for the next prediction month.
ETH:1a6008030380,2026-01-01,Oromia,Arsi,Digeluna tijo,0.5627984,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:bb17ae114ad2,2026-01-01,Sidama,Southern Sidama,Chirone,0.5625961,0,high,high_risk_source,high,11,0,0.6876911,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:f9710ff2d1ae,2026-01-01,Central Ethiopia,Silite,Lanfero,0.56242067,0,high,high_risk_source,high,8,0,0.6685696,Tora town,This woreda is high or very-high risk for the next prediction month.
ETH:ade9acaf91ec,2026-01-01,Amhara,N Wello,Kobo Raya,0.56199175,0,high,high_risk_source,high,9,0,0.6674015,Woldia,This woreda is high or very-high risk for the next prediction month.
ETH:6693008fd320,2026-01-01,Oromia,N Shoa,Aleltu,0.56199086,0,high,high_risk_source,high,10,0,0.6684717,Deraa,This woreda is high or very-high risk for the next prediction month.
ETH:ET030405,2026-01-01,Amhara,South Wello,Thehulederie,0.5617875,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:b305e45f4a6d,2026-01-01,Oromia,Nedjo Town,Nedjo Town,0.5615985,0,high,high_risk_source,high,1,0,0.5615985,Nedjo Town,This woreda is high or very-high risk for the next prediction month.
ETH:ET040491,2026-01-01,Oromia,Jimma,Omo Beyam,0.5613038,0,high,high_risk_source,high,25,0,0.6989568,Limu Seka,This woreda is high or very-high risk for the next prediction month.
ETH:1aa08dfbb839,2026-01-01,Oromia,East Harerghe,Deder,0.56081396,0,high,high_risk_source,high,16,0,0.68379,Kombolcha,This woreda is high or very-high risk for the next prediction month.
ETH:e7aa5b927dcd,2026-01-01,Sidama,Sidama,Bursa,0.5606049,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:78ffde3d1268,2026-01-01,Amhara,AWI,Chagini Town,0.5605646,0,high,high_risk_source,high,2,0,0.6353302,Chagni town,This woreda is high or very-high risk for the next prediction month.
ETH:ET030418,2026-01-01,Amhara,South Wello,Dessie town,0.5604398,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:e3c0d364ed4f,2026-01-01,Sidama,Sidama,Aleta Wondo,0.5600613,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:8ee41f1a81a1,2026-01-01,SNNPR,Goffa,Denba Gofa,0.56004983,0,high,high_risk_source,high,5,0,0.6080605,Zala,This woreda is high or very-high risk for the next prediction month.
ETH:ET040113,2026-01-01,Oromia,West Wellega,Gaji,0.5596288,0,high,high_risk_source,high,19,1,0.7688439,Mendi Town,This woreda is high or very-high risk for the next prediction month.
ETH:227ada671786,2026-01-01,Sidama,Sidama,Shebedino,0.559395,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:ET030501,2026-01-01,Amhara,North Shewa (AM),Mida Woremo,0.559363,0,high,high_risk_source,high,15,0,0.66855365,Angolelana Tera,This woreda is high or very-high risk for the next prediction month.
ETH:8e5445de52ce,2026-01-01,Amhara,E Gojjam,Machakel,0.5593587,0,high,high_risk_source,high,15,0,0.6851867,Awabel,This woreda is high or very-high risk for the next prediction month.
ETH:63bbeca0be49,2026-01-01,Oromia,Shaggar City,Gelan Sub city,0.55882627,0,high,high_risk_source,high,6,0,0.6244372,Burayu sub city,This woreda is high or very-high risk for the next prediction month.
ETH:7a911df4ae0f,2026-01-01,Benishangul Gumuz,Mao-Komo,Mao-Komo,0.5587791,0,high,high_risk_source,high,1,0,0.5587791,Mao-Komo,This woreda is high or very-high risk for the next prediction month.
ETH:915f507c28b2,2026-01-01,SNNPR,Hadiya,Duna,0.55853635,0,high,high_risk_source,high,14,0,0.6571618,Lemo,This woreda is high or very-high risk for the next prediction month.
ETH:c56df4a2ab1a,2026-01-01,Central Ethiopia,Silite,Mito,0.55812955,0,high,high_risk_source,high,8,0,0.6685696,Tora town,This woreda is high or very-high risk for the next prediction month.
ETH:40113e7b8719,2026-01-01,Amhara,N Gonder,Janamora,0.5577777,0,high,high_risk_source,high,4,0,0.6392265,Debark,This woreda is high or very-high risk for the next prediction month.
ETH:711552043d03,2026-01-01,Oromia,Ilu Aba Bora,Metu,0.55773646,0,high,high_risk_source,high,17,0,0.6933313,Darimu,This woreda is high or very-high risk for the next prediction month.
ETH:ET040809,2026-01-01,Oromia,Arsi,Chole,0.5576837,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:694a3cc27d55,2026-01-01,Oromia,Shashemenne Town,Bishan Guracha Subcity,0.5574984,0,high,high_risk_source,high,2,0,0.5652377,Shashemenne Town,This woreda is high or very-high risk for the next prediction month.
ETH:ef249ca86879,2026-01-01,Amhara,S Gonder,Fogera,0.55744827,0,high,high_risk_source,high,10,0,0.62539005,Sedie Muja,This woreda is high or very-high risk for the next prediction month.
ETH:ET110501,2026-01-01,South West Ethiopia,West Omo,Gachit,0.55714333,0,high,high_risk_source,high,8,0,0.6910518,Maji,This woreda is high or very-high risk for the next prediction month.
ETH:b7ce773a994e,2026-01-01,Sidama,Sidama,Hawassa Zuria,0.55713016,0,high,high_risk_source,high,36,0,0.7085871,Aleta Chuko,This woreda is high or very-high risk for the next prediction month.
ETH:7ead3b292b3f,2026-01-01,Oromia,Finfine Zuria,Mulo,0.55712885,0,high,high_risk_source,high,9,0,0.6879993,Sebeta Hawas,This woreda is high or very-high risk for the next prediction month.
ETH:ET030420,2026-01-01,Amhara,South Wello,Legehida,0.5569322,0,high,high_risk_source,high,21,0,0.69148594,Mekdela,This woreda is high or very-high risk for the next prediction month.
ETH:9b6736e258b8,2026-01-01,SNNPR,Bench Sheko,Shebench,0.55692965,0,high,high_risk_source,high,3,0,0.6533141,Sheko,This woreda is high or very-high risk for the next prediction month.
ETH:ca9336cabc51,2026-01-01,Oromia,Arsi,Lode hetosa,0.55642384,0,high,high_risk_source,high,31,0,0.7121021,Diksis,This woreda is high or very-high risk for the next prediction month.
ETH:9d0154224cba,2026-01-01,SNNPR,Hadiya,East Badewacho,0.5563952,0,high,high_risk_source,high,14,0,0.6571618,Lemo,This woreda is high or very-high risk for the next prediction month.
